name,tags,def,alias,source,last_updated
AWS Data Exchange — AWS,aws; offers; integrations,An AWS service that enables ISVs to publish; license; and deliver data products — including datasets; APIs; Amazon S3 objects; and Amazon Redshift queries — to AWS customers via AWS Marketplace. Data Exchange listings are a distinct product type from SaaS; AMI; and container listings; subscription management is handled through the AWS Data Exchange console; not Seller Central.,Related: AWS Marketplace — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/data-products.html,2026-06-02
EKS Add-On — AWS,aws; offers; integrations,A container product delivery type that allows ISVs to list their software as an installable add-on directly within the Amazon EKS console. Buyers discover; purchase; and deploy the add-on from EKS cluster management without navigating the Marketplace catalog separately. Updates and versioning are managed through the EKS add-on lifecycle; not the standard container image pull workflow.,Related: AWS Marketplace — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/container-based-products.html,2026-06-02
Change Set — AWS,aws; operations; integrations,The core operational unit of the AWS Marketplace Catalog API — a batch of one or more change requests (e.g.; updating listing details; adding pricing tiers; adding versions) submitted as an atomic transaction. Amazon EventBridge emits change set lifecycle events — ChangeSetSucceeded; ChangeSetFailed; ChangeSetCancelled — from the aws.marketplace-catalog source; enabling automated pipeline monitoring of publish and update operations.,Related: AWS Marketplace Catalog API — AWS; Amazon EventBridge Marketplace Integration — AWS,https://docs.aws.amazon.com/marketplace/latest/APIReference/welcome.html,2026-06-02
AWS European Sovereign Cloud Marketplace — AWS,aws; operations,A separate AWS Marketplace partition purpose-built for EU data sovereignty requirements; active as of 2026. ISVs must register independently from the standard AWS Marketplace — a separate seller account and listing are required even if the ISV is already registered on the main Marketplace. All data remains within EU borders and the partition operates under distinct regulatory guarantees.,Related: AWS Marketplace — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/what-is-marketplace.html,2026-06-02
SaaS Free — AWS,aws; offers; billing,An AWS Marketplace SaaS pricing model where all metering dimensions are priced at $0.00. Free SaaS products still require the full AMMP entitlement and fulfillment integration — including registration token handling; SNS subscription confirmation; and entitlement checks — even though no charge is generated. Used for freemium products or ISVs distributing tools at no cost through Marketplace.,Related: SaaS Subscription Pricing — AWS; SaaS Contract Pricing — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/saas-product-customer-experience.html,2026-06-02
Billing Adjustment — AWS,aws; billing; operations,A post-transaction correction mechanism in AWS Marketplace that allows sellers to modify charges after a transaction has been processed. Used to correct mispriced deals; apply credits; or adjust usage records after the billing cycle. Amazon EventBridge emits Billing Adjustment Completed and Billing Adjustment Failed events from the aws.marketplace-catalog source to notify ISVs of adjustment outcomes.,Related: Amazon EventBridge Marketplace Integration — AWS; Disbursement,https://docs.aws.amazon.com/marketplace/latest/userguide/buyer-private-offers.html,2026-06-02
Azure Virtual Machine Offer — Azure,azure; offers,A transactable Microsoft Marketplace listing type for VM-based software solutions. Pricing models include per-hour VM-core or vCPU billing; software reservation pricing (1–5 year via VMSR); and pay-as-you-go. Azure VM Offers are distinct from Azure Application offers (which include Managed Application and Solution Template plan types) and from SaaS offers.,AWS equivalent: Amazon Machine Image (AMI) — AWS | Related: Azure Managed Application — Azure; VM Software Reservation (VMSR) — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/publisher-guide-by-offer-type,2026-08-31
VM Software Reservation (VMSR) — Azure,azure; offers; billing,An ISV-configurable 1–5 year discount on VM software license fees published on Microsoft Marketplace. Buyers pay a discounted per-hour software rate in exchange for a term commitment; Azure infrastructure cost is billed separately. VMSR is supported on Resale-Enabled Offers; allowing channel partners to transact software reservations for end customers. The discounted software rate — not list price — is what Microsoft pays the ISV.,Related: Azure Virtual Machine Offer — Azure; Resale-Enabled Offer — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/azure-vm-software-reservations,2026-06-02
Solution Template — Azure,azure; offers,An Azure Application offer plan type that deploys a coordinated set of Azure resources (VMs; networking; storage; services) via an ARM template. Unlike Managed Application plans; Solution Templates are not directly transactable — they cannot be priced or purchased through Marketplace. ISVs use them to orchestrate free-to-deploy infrastructure patterns alongside a separately transactable offer.,Related: Azure Managed Application — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/plan-azure-application-offer,2026-06-02
AI Apps and Agents — Azure,azure; offers,A dedicated Microsoft Marketplace category and certification layer for AI and agentic solutions; surfaced in Azure Portal; Azure AI Foundry; Microsoft 365 Copilot; and Teams. Publishers choose between two deployment subtypes — Azure Agents (infrastructure-side; running on Azure compute) and Microsoft 365/Copilot Agents (client-side; integrated with Microsoft 365 surfaces) — and must select an underlying transactable offer type (SaaS; Container; VM; or Azure Application) before the AI Apps and Agents category layer is applied. The Standard Contract for Cloud Marketplace was extended in March 2026 to explicitly cover AI Apps and Agents offers. ISVs listing AI solutions here gain placement in AI-native discovery surfaces alongside the standard Marketplace catalog.,AWS equivalent: AI Agents & Tools — AWS | GCP equivalent: AI Agent Listing — GCP | Suger equivalent: Insulin | Related: Microsoft Marketplace — Azure; ISV Success Program — Azure; Azure Container Offer (Kubernetes Application) — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/artificial-intelligence-apps-agents-publish,2026-08-17
Product Ingestion API — Azure,azure; operations; integrations,Microsoft's unified REST API for programmatic offer management in Partner Center; replacing the legacy Cloud Partner Portal (CPP) API. Enables ISVs to create; update; and publish Microsoft Marketplace offers without using the Partner Center UI. Supports all transactable offer types including SaaS; Azure VM; Azure Application; and Container. The Azure equivalent of the AWS Marketplace Catalog API.,AWS equivalent: AWS Marketplace Catalog API — AWS | Related: Partner Center — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/product-ingestion-api,2026-06-02
Private Offer — Azure,azure; offers,A direct ISV-to-customer custom-priced Microsoft Marketplace offer. The ISV creates a private offer in Partner Center for a specific customer; configuring a custom price; discount; or terms on top of an existing published plan. Distinct from Private Plan (a hidden plan within a published offer) and from Multiparty Private Offer (a tri-party ISV+partner+customer deal). Private Offer is the bilateral foundation on which MPO and Resale-Enabled Offers are built. As of July 6; 2026; SaaS and Professional Services private offers support custom contract lengths from 1–120 months (up to 10 years); including non-standard durations; raising the prior 5-year cap.,AWS equivalent: Private Offer — AWS | GCP equivalent: Private Offer — GCP | Related: Multiparty Private Offer (MPO) — Azure; Private Plan — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/isv-customer-private-offers,2026-07-20
Metered Billing — Azure,azure; billing; integrations,Microsoft Marketplace's consumption-based billing model for SaaS and Azure Managed Application offers. ISVs define up to 30 custom metering dimensions (e.g.; API calls; active users; processed GB) and report usage via the Marketplace Metering Service API. Reported usage is billed directly to the buyer's Azure subscription. Metered billing cannot be combined with free trial offers; and dimension overage reporting must be submitted within 24 hours of the billing period end.,AWS equivalent: BatchMeterUsage API — AWS | GCP equivalent: Service Control API — GCP | Related: Marketplace Metering Service API — Azure; Metering Dimension,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/marketplace-metering-service-apis,2026-06-02
Solutions Partner Designation — Azure,azure; cosell,Microsoft's competency-replacement program for partners; replacing Gold and Silver competencies retired September 2022. Partners earn designations by meeting a point threshold across performance; skilling; and customer success categories — assessed monthly. Designations are available across six solution areas: Azure Infrastructure; Digital & App Innovation; Data & AI; Business Applications; Modern Work; and Security. PRACR eligibility and certain co-sell benefit tiers require a Solutions Partner Designation. Starting end of July 2026; all four Security specializations move from self-attestation to a partner-funded independent third-party audit every 2 years; with a binary Pass/No Pass outcome. For FY27; Microsoft is merging several specializations (Analytics with Data Warehouse Migration; Low Code with Intelligent Automation into 'Agentic Business Solutions'; Kubernetes with Migrate Enterprise Applications into 'App Modernization') and adding a new Agentic Security Specialization; with affected partners auto-enrolled into the merged specialization under their existing designation. Designation and benefits-package renewals also move to a standardized 30-day pre-anniversary-date (AD-30) window. As of July 31; 2026; Microsoft also removed the Azure Consumed Revenue (ACR) threshold for SMB-track eligibility across the Data & AI; Digital & App Innovation; and Infrastructure (Azure) solution paths — partners with at least 80% of customers in SMB/SMC-C segments now qualify for the SMB track without meeting the prior ACR minimum. In August 2026; Microsoft renamed the customer-facing badges for these designations to align with three commercial solution areas — AI Business Solutions; Cloud & AI Platforms; and Security — while the underlying six solution paths; requirements; and scoring are unchanged.,AWS equivalent: AWS Specialization — AWS | GCP equivalent: Google Cloud Partner Network Competency — GCP | Related: Partner Reported Azure Consumed Revenue (PRACR) — Azure; Microsoft AI Cloud Partner Program (MPN) — Azure; Co-sell Eligible / Incentivized — Azure,https://learn.microsoft.com/en-us/partner-center/membership/solutions-partner-overview,2026-08-31
Agency Fee Discount for Renewals — Azure,azure; billing,A Microsoft Marketplace transaction fee reduction for private offer renewals. Standard private offers carry a 3% Microsoft agency fee; qualifying renewal private offers are discounted to 1.5% — a 50% reduction. The discount applies when an ISV renews an existing private offer for the same customer at renewal rather than creating a net-new private offer.,Related: Private Offer — Azure; Marketplace Rewards — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/isv-customer-private-offers,2026-06-02
Standard Contract Amendment — Azure,azure; procurement,A publisher-specific addendum that ISVs attach to the Microsoft Standard Contract for Cloud Marketplace (SCMC) to modify or supplement standard terms. Once a SaaS or other offer is published under the Standard Contract; switching to fully custom terms is blocked — the amendment is the only customization path. ISVs commonly use amendments for data processing addenda; jurisdiction-specific clauses; or enterprise liability caps.,Related: Standard Contract — Azure; Standard Contract (SCMP) — AWS,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/standard-contract,2026-06-02
CSP Private Offer — Azure,azure; offers; channel,A bilateral ISV-to-CSP-partner pricing agreement on Microsoft Marketplace. The ISV sets a wholesale price for a Cloud Solution Provider (CSP) to resell to end customers; the CSP adds their own margin on top. Distinct from the standard CSP channel (list-price resell with no ISV-set wholesale price) and from Multiparty Private Offer (a tri-party ISV+partner+customer deal). Managed through a separate Private Offers tab in Partner Center and visible to authorized CSP partners in Partner Center Marketplace.,Related: Multiparty Private Offer (MPO) — Azure; Cloud Solution Provider (CSP) — Azure; Private Offer — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/csp-commercial-marketplace-offers,2026-08-03
AI Agent Listing — GCP,gcp; offers,A first-class Google Cloud Marketplace listing type for AI agents; distinct from SaaS; VM; and Kubernetes product types. Announced at Google Cloud Next '26; AI Agent Listings allow ISVs to publish conversational and autonomous AI agents that buyers can deploy and integrate with Google Cloud AI services. Listings require an Agent Card JSON spec file and are discoverable through Google Cloud Marketplace and Google Agentspace.,AWS equivalent: AI Agents & Tools — AWS | Azure equivalent: AI Apps and Agents — Azure | Suger equivalent: Insulin | Related: Agent Card — GCP; GCP Marketplace — GCP; Agentic Earnings Hub — GCP,https://docs.cloud.google.com/marketplace/docs,2026-08-17
Agent Card — GCP,gcp; integrations,A JSON specification file required to list an AI agent on Google Cloud Marketplace. The Agent Card describes the agent's capabilities; input/output schemas; authentication requirements; and supported protocols (including A2A). It is the discovery and interoperability artifact for AI agent listings — analogous to an OpenAPI spec for REST APIs.,Related: AI Agent Listing — GCP; Agent2Agent (A2A) Protocol — GCP; GCP Marketplace — GCP,https://docs.cloud.google.com/marketplace/docs,2026-06-02
Agent2Agent (A2A) Protocol — GCP,gcp; integrations,Google's open protocol for AI agent interoperability; enabling ISV-built agents to communicate and collaborate with Gemini Enterprise and other Google AI agents in the same ecosystem. A2A agents are discoverable via Agent Cards and can participate in multi-agent workflows. ISV agents that support A2A can integrate with Google Agentspace; Vertex AI Agent Builder; and enterprise orchestration pipelines via a standardized communication interface.,Related: Agent Card — GCP; AI Agent Listing — GCP; Agentic Earnings Hub — GCP,https://docs.cloud.google.com/marketplace/docs,2026-06-02
App Lifecycle Manager — GCP,gcp; integrations,An optional Google Cloud Marketplace integration layer that automates tenant provisioning; configuration; and deprovisioning for SaaS ISV backends. When a buyer purchases a listing with App Lifecycle Manager enabled; GCP sends structured lifecycle events to the ISV's registered endpoint — replacing manual Procurement API polling. Reduces integration complexity for multi-tenant SaaS architectures.,Related: Procurement API — GCP; GCP Marketplace — GCP; Producer Portal — GCP,https://docs.cloud.google.com/marketplace/docs/partners/integrated-saas/backend-integration,2026-06-02
Insulin Jobs — Suger,suger,An automated execution system within Suger Insulin that connects an Insulin Agent to a trigger and runs the agent when the trigger fires — without manual intervention. Supports three trigger modes: manual (on-demand run); cron schedule (recurring time pattern); and external push event (webhook or event signal from an external system). Jobs enable ISV operations teams to automate recurring marketplace tasks — monitoring entitlements; generating reports; flagging stale co-sell referrals — as background processes that run independently of the Insulin Chat interface.,Related: Insulin Agent — Suger; Insulin Chat — Suger; Insulin Channel — Suger; Insulin Skill — Suger,https://doc.suger.io/insulin/jobs/,2026-08-17
Insulin Agent — Suger,suger,The named unit of work within Suger's Insulin platform — an AI specialist with a defined role; system prompt; model configuration; and optional tool access. Insulin ships with 20+ pre-built agents organized by function (development; productivity; data; analytics; sales; business; security); and supports fully custom agent creation. Agents can be invoked manually in chat; triggered via an Insulin Job; or assigned to run within an Insulin Channel. Role-based permissions (Admin; Editor; User) control who can edit or use each agent; with ownership transfer supported. Pre-built and community agents are available to install through the Insulin Marketplace.,Related: Insulin; Insulin Jobs — Suger; Insulin Channel — Suger; Insulin Skill — Suger; Insulin Marketplace — Suger,https://doc.suger.io/insulin/agents/,2026-08-17
Insulin Channel — Suger,suger,A persistent; multi-user and multi-agent group conversation space within Suger's Insulin platform. Channels support role-based access control and up to 20 agents simultaneously; enabling collaborative workflows where multiple team members and multiple specialized agents operate in shared context. Distinct from a direct 1:1 agent chat — Channels are designed for ongoing operational processes such as a nightly deal review or a revenue operations war room.,Related: Insulin; Insulin Agent — Suger; Insulin Jobs — Suger; Insulin Skill — Suger; Insulin Marketplace — Suger,https://doc.suger.io/insulin/channels/,2026-08-17
Account Mapping — Suger,suger; cosell,A Suger feature that maps ISV CRM accounts to cloud partner accounts across AWS; Azure; and GCP to identify co-sell opportunities in the ISV's existing customer and prospect base. Shipped April 2026. Account Mapping surfaces potential co-sell engagements by finding overlaps between the ISV's pipeline and cloud partner account data — a prerequisite step before co-sell referral submission in many motions.,Related: Co-sell; APN Customer Engagements (ACE) — AWS; CRM Enrichment; Suger Console,https://doc.suger.io/get-started/,2026-06-02
Solutions Partner with Certified Software Designation — Azure,azure; cosell,A Microsoft partner credential introduced in 2026 that is required for net-new access to Partner Reported Azure Consumed Revenue (PRACR) and expanded co-sell incentive tiers. It is distinct from the general Solutions Partner Designation: partners must hold a transactable Microsoft Marketplace offer or qualify for IP co-sell eligibility; pass a technical interoperability audit; and maintain the credential across four solution areas (Azure; Data & AI; Digital & App Innovation; Business Applications) plus eleven Industry AI verticals. Unlike the general Solutions Partner Designation — which is assessed monthly against points — the Certified Software Designation requires a formal audit and is tied directly to the ISV's active Marketplace offer.,Related: Solutions Partner Designation — Azure | Related: Partner Reported Azure Consumed Revenue (PRACR) — Azure | Related: Co-sell Eligible / Incentivized — Azure,https://learn.microsoft.com/en-us/partner-center/referrals/solutions-partner-certified-software-designations-introduction,2026-08-03
Azure Container Offer (Kubernetes Application) — Azure,azure; offers,A transactable Azure Marketplace offer type for Kubernetes-based software deployed on Azure Kubernetes Service (AKS); using CNAB (Cloud Native Application Bundle) packaging for multi-container solutions. This replaced the legacy Docker container image offer type; which was retired in January 2024; all new container listings must use the Kubernetes Application format. Publishers choose from six predefined billing models (flat-rate monthly/annual; per-pod/core/node metered; plus custom dimension metered billing) and can optionally enable CSP resell and IP co-sell eligibility. The offer type is a certification and discovery layer — it does not deploy infrastructure directly but provides the marketplace billing and entitlement mechanics on top of the customer's existing AKS cluster.,Related: Microsoft Marketplace — Azure | Related: Plan — Azure | Related: Standard Contract Amendment — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/marketplace-containers,2026-08-03
Estimated Azure Consumption (EAC) — Azure,azure; cosell,A percentage-based proxy metric that Microsoft Partner Center uses to calculate each customer's Estimated Monthly Azure Consumed Revenue for PRACR reporting. Partners configure their EAC% per eligible deal in Partner Center — it represents the proportion of the customer's monthly contract value attributable to underlying Azure infrastructure consumption. The EAC% replaces ad-hoc monthly ACR submission workflows introduced in 2026 and is set once per deal registration rather than re-submitted monthly. Microsoft applies the configured EAC% to the monthly contract value to produce the reportable ACR figure used in PRACR claims.,Related: Partner Reported Azure Consumed Revenue (PRACR) — Azure | Related: Azure Consumed Revenue (ACR) — Azure | Related: Solutions Partner with Certified Software Designation — Azure,https://learn.microsoft.com/en-us/partner-center/referrals/how-to-update-estimated-azure-consumption,2026-08-03
Partner Greenfield Program (PGP) — AWS,aws; cosell; funding,A multi-year AWS co-investment program for partners building new customer acquisition practices in three priority areas: Migration and Modernization; Generative AI; and Security. PGP provides financial co-investment; enablement resources; and AWS field alignment over multiple funding cycles; targeting partners who are building net-new revenue streams rather than scaling existing ones. It is distinct from per-deal funding mechanisms like MAP (which funds customer migrations) or POC Funding (which funds pre-sales technical work) — PGP funds the partner's internal practice development and go-to-market infrastructure over a sustained period.,Related: Migration Acceleration Program (MAP) — AWS | Related: Marketing Development Funds (MDF) — AWS | Related: ISV Accelerate — AWS,https://aws.amazon.com/partners/programs/partner-greenfield/,2026-08-03
Business Outcomes Xcelerator (BOX) Program — AWS,aws; cosell; funding,An AWS partner program providing milestone-based financial support — up to $70; 000 in combined cash incentives and AWS credits — for partners developing solutions targeted at line-of-business (LOB) buyers rather than IT infrastructure buyers. Partners receive support at defined delivery milestones (solution design; build; and go-to-market readiness) rather than as a lump-sum grant. Expanded in 2026 to include Business Consulting and Advisory Partners in addition to ISVs. BOX is distinct from MAP (migration funding) and MDF (marketing reimbursement) — it funds solution development and LOB go-to-market motion specifically.,Related: Marketing Development Funds (MDF) — AWS | Related: Partner Greenfield Program (PGP) — AWS | Related: ISV Accelerate — AWS,https://aws.amazon.com/partners/business-outcomes/,2026-08-03
AWS AI Competency — Agentic AI Categories — AWS,aws; cosell,Three sub-categories added to the AWS AI Specialization in 2026 — Agentic AI Applications; Agentic AI Tools; and Agentic AI Consulting Services — each representing a distinct validated expertise track within the broader AI Competency. Partners earning any of these categories receive $25; 000 in additional MDF per category beyond the base AI Competency benefits; plus dedicated placement on the AWS Marketplace AI Agents discovery page. These categories are part of AWS's strategy to differentiate AI-native partners building agentic workloads from general ML or analytics partners; and are independent of each other — a partner can hold one; two; or all three simultaneously.,Related: AWS Competency — AWS | Related: ISV Accelerate — AWS | Related: Marketing Development Funds (MDF) — AWS,https://aws.amazon.com/blogs/apn/new-agentic-ai-categories-for-aws-ai-competency-partners/,2026-08-03
AWS Marketplace Billing Transfer — AWS,aws; billing; offers,An AWS Billing and Cost Management feature announced at re:Invent 2025 that enables MSPs and channel partners to centralize AWS Marketplace billing across their end customers into a single consolidated billing account. For marketplace sellers; the key operational boundary is that their listing fees; revenue; and customer data are never transferred to or visible within the bill transfer account — the billing transfer relationship exists purely between the channel partner and the buyer's AWS account. Sellers continue to receive disbursements from AWS directly and their Marketplace data remains isolated from the channel partner's billing view.,Related: Channel Partner Private Offer (CPPO) — AWS | Related: Resale Authorization — AWS | Related: Disbursement,https://docs.aws.amazon.com/marketplace/latest/userguide/billing-transfer-faq-for-seller.html,2026-08-03
Google Cloud Partner Network Diamond Tier — GCP,gcp; cosell,The highest tier of the 2026 Google Cloud Partner Network (rebranded from Partner Advantage at Google Cloud Next '26); sitting above Select and Premier tiers. Diamond Tier has four specific threshold requirements: $20M in partner co-sell influenced ACV; 20 implemented customer workloads; 30 co-sell influenced opportunities; and 200 professional certifications. Partners qualifying for Diamond Tier receive priority co-sell support; exclusive Google Cloud field alignment; and the highest benefit tier in the partner program. The tier determination is outcome-based — assessed against the four thresholds — and is independent of which competencies a partner holds.,Related: Google Cloud Partner Network — GCP | Related: Google Cloud Partner Network Competency — GCP | Related: Build Engagement Model — GCP,https://cloud.google.com/blog/topics/partners/introducing-google-cloud-partner-network/,2026-08-03
Google Cloud Partner Network Competency — GCP,gcp; cosell,The 2026 replacement for GCP Specializations within the Google Cloud Partner Network; consisting of 21 competencies across three categories: 6 Solution Competencies (e.g.; AI; Data; Infrastructure); 5 Product Competencies (tied to specific GCP services); and 10 Industry Competencies. Each competency is evaluated on two dimensions — Capacity (partner certifications and team size) and Capability (validated customer outcomes) — and is independent of GCPN tier level (Select; Premier; or Diamond). A partner can hold competencies at any tier; and competencies influence GCP Marketplace listing visibility; co-sell recommendations; and funding program access.,AWS equivalent: AWS Specialization — AWS | Azure equivalent: Solutions Partner Designation — Azure | Related: Google Cloud Partner Network — GCP | Related: Google Cloud Partner Network Diamond Tier — GCP | Related: Build Engagement Model — GCP,https://cloud.google.com/blog/topics/partners/introducing-google-cloud-partner-network/,2026-08-31
OAuth App — Suger,suger; integrations,Suger's machine-to-machine OAuth 2.0 credential system for authenticating external systems to the Suger API; using the client-credentials grant (RFC 6749 §4.4). An OAuth App consists of a client ID and client secret; the external system exchanges these for an RS256-signed JWT access token with a 1-hour TTL; then passes the token as a Bearer header in API requests. OAuth App is the recommended replacement for the legacy API Key ('Suger API Client') authentication method and is the correct mechanism for backend integrations; automated workflows; and CI/CD pipelines that need to call Suger APIs programmatically.,Related: Integration | Related: Workflow | Related: Suger API Client,https://doc.suger.io/get-started/,2026-08-03
Usage Allocation — AWS,aws; billing,A cost-attribution tagging feature within the AWS Marketplace BatchMeterUsage API that lets sellers split a single customer's metered usage across multiple departments; projects; or environments. Each UsageAllocation object contains an allocated usage quantity and up to five tag key-value pairs; the tags flow through to the buyer's AWS Cost Explorer and Cost and Usage Report; enabling granular cost allocation without requiring separate AWS accounts per business unit. Usage Allocation is available only for SaaS metered products and is optional — sellers can submit BatchMeterUsage records without it. The total allocated quantity across all UsageAllocation objects in a record must equal the overall usage amount for that dimension.,Related: BatchMeterUsage API — AWS | Related: Usage Metering | Related: Metered Billing,https://docs.aws.amazon.com/marketplace/latest/userguide/metering-and-entitlement-apis.html,2026-08-03
Limited Release — AWS,aws; offers,An AWS Marketplace product lifecycle state where a listing has passed technical validation and is published; but is visible only to the seller's own AWS account and any allowlisted test accounts — not to the general marketplace catalog. Limited Release is the pre-public testing phase that allows sellers to verify buyer purchase flows; entitlement provisioning; and SaaS integration before exposing the listing publicly. Transitioning from Limited to Public requires submitting an Update Visibility Change Request; which triggers review by the AWS Seller Operations team before the listing appears in the marketplace.,Azure equivalent: Preview Audience — Azure | Related: Change Request — AWS | Related: Listing | Related: Entitlement,https://docs.aws.amazon.com/marketplace/latest/userguide/ami-getting-started.html,2026-08-31
Change Request — AWS,aws; offers,The formal AWS Marketplace mechanism for submitting modifications to a published product — including pricing updates; version additions; region expansions; and visibility changes (Limited to Public). Change Requests are submitted either through the AWS Marketplace Management Portal UI or programmatically via the AWS Marketplace Catalog API. Processing time varies by change type: pricing and metadata updates typically complete within hours; while visibility changes and new product launches require Seller Operations review. Change Requests are product-level modifications and are distinct from agreement amendments; which modify the terms of an existing buyer contract.,Related: Limited Release — AWS | Related: AWS Marketplace Catalog API — AWS | Related: AWS Marketplace Management Portal (AMMP) — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/ami-getting-started.html,2026-08-03
Preview Audience — Azure,azure; offers,A Partner Center offer configuration that specifies which Azure tenant IDs or subscription IDs can access and test an offer during the Publisher Sign-off stage; before the offer is published to the live Microsoft Marketplace. Preview Audience is configured per pricing plan in the Pricing and Availability section. During Publisher Sign-off; only accounts matching the Preview Audience list can find and purchase the offer — it does not appear in the marketplace catalog. After sign-off validation; the publisher triggers Go Live to make the offer publicly available and the Preview Audience restriction is removed.,AWS equivalent: Limited Release — AWS | Related: Microsoft Marketplace — Azure | Related: Plan — Azure | Related: SaaS Fulfillment API — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/test-publish-saas-offer,2026-08-31
Professional Services Offer — Azure,azure; offers,A non-transactable Azure Marketplace and AppSource offer type for listing consulting; implementation; assessment; training; and briefing services from Microsoft certified partners. Unlike SaaS or VM offers; Professional Services offers cannot be purchased directly through the marketplace checkout — they generate a contact request or lead; which initiates an offline sales engagement. Listing is available to partners with a Microsoft AI Cloud Partner Program (MPN) membership and at least one Solutions Partner Designation; co-sell eligibility for Professional Services engagements follows the Azure IP co-sell motion.,AWS equivalent: Professional Services Listing — AWS | Related: Listing; Partner Center — Azure; Solutions Partner Designation — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace/professional-services-offer-listing-best-practices,2026-06-16
Partner-to-Partner (P2P) Co-sell — Azure,azure; cosell,A Microsoft Partner Center program that enables two Microsoft partners to co-sell a combined solution to a shared enterprise customer — where one partner (the selling partner) leads the customer relationship and invites a second partner (the service partner) to collaborate on delivery or technical implementation. Unlike multiparty private offers; P2P co-sell is a referral and collaboration motion rather than a transactable deal structure; the selling partner creates a co-sell opportunity and nominates a service partner; and both accounts track shared pipeline in Partner Center. P2P deals can be co-sell eligible and count toward Microsoft Commerce Incentive (MCI) payouts for the selling partner.,AWS equivalent: Channel Partner Private Offer (CPPO) — AWS | Related: Partner-led Deal — Azure; Multiparty Private Offer (MPO) — Azure; Co-sell Eligible / Incentivized — Azure,https://learn.microsoft.com/en-us/partner-center/referrals/p2p-overview,2026-06-16
Professional Services Listing — AWS,aws; offers,A distinct AWS Marketplace product type for selling time-bound; deliverable-based consulting; implementation; training; and managed services engagements. Unlike SaaS or AMI listings; Professional Services products do not provision software entitlements — instead; the buyer receives a statement of work or engagement scope. Private Offers for Professional Services support both Flexible Payment Schedules and Variable Payments as billing mechanisms; making them the primary vehicle for bundling advisory work alongside software on a single marketplace transaction. As of June 16; 2026; AWS reduced the listing fee for Professional Services private offers from 2.5% to 0.5%; applying to all new private offers across all AWS Regions and currencies. As of March 2026; AWS first-party Professional Services are also available as transactable listings in AWS Marketplace; marking the first time Amazon itself has offered consulting services for purchase through the marketplace alongside third-party ISV and SI listings.,Azure equivalent: Professional Services Offer — Azure | Related: Variable Payments — AWS; Flexible Payment Schedule / Installment Plan; Private Offer,https://aws.amazon.com/about-aws/whats-new/2026/06/reduce-listing-fee-professional-services-aws-marketplace/,2026-07-06
Manufacturer / Proposer Roles — AWS,aws; integrations,Two distinct seller roles in the AWS Marketplace EventBridge notification model that govern which seller account receives which event types. The Manufacturer is the ISV who owns the underlying product and receives License Deprovisioned and usage-related events for final metering. The Proposer is the party — which may be the ISV or a channel partner — who creates and manages the agreement; and therefore receives Agreement Cancellation Request and SCABA-related events. In a direct sale; both roles resolve to the same account; in a CPPO transaction; the Manufacturer and Proposer are different entities; and event routing follows accordingly.,Related: Concurrent Agreements — AWS; Self-service Cancellations and Billing Adjustments (SCABA); Amazon EventBridge Marketplace Integration — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/saas-notification.html,2026-06-16
License Deprovisioned Event — AWS,aws; integrations,An AWS Marketplace EventBridge notification sent to the Manufacturer's account when a buyer's entitlement is revoked — typically due to agreement cancellation; non-payment; or expiration. Upon receiving this event; sellers have a strict 1-hour window to submit any final usage records via the BatchMeterUsage API before the entitlement is fully deactivated; usage submitted after this window is rejected and cannot be billed. Failure to react within the window results in lost revenue for any unbilled consumption in the current metering period.,Related: Concurrent Agreements — AWS; Manufacturer / Proposer Roles — AWS; BatchMeterUsage API — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/notifications-eventbridge.html,2026-08-31
